name,country,province,population,latitude,longitude,elevation
Mar del Plata,4467,Buenos Aires,618989,-38,-57.55,38
Marabá,4468,Pará,186270,-5.35,-49.12,170
Maracaibo,4469,Zulia,1372724,10.65,-71.63,6
Maracanaú,4470,Ceará,207623,-3.87,-38.63,NULL
Maracay,4471,Aragua,459007,10.25,-67.6,436
Maradi,4472,Maradi,267249,13.49,7.1,385
Maragheh,4473,West Azarbayejan,175255,37.39,46.24,1456
Marawi,4474,Muslim Mindanao,201785,8,124.3,700
Marbella,4475,Andalucía,149032,36.52,-4.88,27
Mardan,4476,Khyber Pakhtunkhwa,358604,34.2,72.05,NULL
Mardin,4477,Mardin,129990,37.32,40.74,1083
Marg‘ilon,4478,Fargʻona,235024,40.47,71.72,487
Maribor,4479,Slovenia,97019,46.55,15.65,275
Mariehamn,4480,Åland,10851,60.1,19.93,NULL
Mariestad,4481,Västra Götaland,24255,58.7,13.82,NULL
Marigot,4482,Saint Martin,5700,18.1,-63.1,NULL
Marikina,4483,Metro Manila,450741,14.65,121.1,14.7
Marília,4484,São Paulo,207021,-22.21,-49.95,660
Maringá,4485,Paraná,350653,-23.4,-51.92,515
Mariupol,4486,Donetska,431859,47.1,37.55,22
Markham,4487,Ontario,301709,43.88,-79.25,200
Maroua,4488,Extrême-Nord,201371,10.6,14.32,384
Marrakech,4489,Marrakech Tensift Al Haouz,928850,31.63,-8.01,466
Marsa Matruh,4490,Egypt,355616,31.33,27.22,30
Marseille,4491,Provence-Alpes-Côte d'Azur,850636,43.3,5.37,10
Mary,4492,Mary,101000,37.6,61.83,226
Masaya,4493,Nicaragua,166588,11.97,-86.1,242
Maseru,4494,Lesotho,330760,-29.31,27.48,1600
Mashhad,4495,Khorasan-e-Razavi,3001184,36.3,59.6,995
Masjed Soleyman,4496,Khuzestan,100497,31.94,49.3,372
Massaua,4497,Eritrea,47709,15.61,39.45,8
Mata-Utu,4498,Wallis and Futuna,NULL,-13.28,-176.18,NULL
Matadi,4499,Kongo Central,306053,-5.82,13.47,146
Matagalpa,4500,Nicaragua,150643,12.92,-85.92,680
Matam,4501,Matam,NULL,15.62,-13.33,NULL
Matamoros,4502,Tamaulipas,510739,25.88,-97.5,9
Matanzas,4503,Matanzas,133769,23.05,-81.58,20
Mataram,4504,Nusa Tenggara Barat,402843,-8.58,116.12,26
Mataró,4505,Catalunya,129749,41.53,2.45,28
Matola,4506,Maputo,1032197,-25.96,32.46,3
Matsudo,4507,Chiba,483480,35.78,139.9,NULL
Matsue,4508,Shimane,206230,35.47,133.05,NULL
Matsuyama,4509,Ehime,514865,33.83,132.77,NULL
Maturín,4510,Monagas,298581,9.75,-63.18,67
Mauá,4511,São Paulo,417064,-23.67,-46.46,818
Mawlamyine,4512,Mon,288120,16.48,97.62,NULL
Mazar-i-Sharif,4513,Afghanistan,484500,36.7,67.12,357
Mazatlán,4514,Sinaloa,441975,23.22,-106.42,NULL
Mazyr,4515,Gomel,108792,52.05,29.27,160
Mbabane,4516,Eswatini,60691,-26.32,31.13,1243
Mbandaka,4517,Équateur,345663,0.05,18.26,370
Mbanza Congo,4518,Zaire,173850,-6.27,14.25,408
Mbarara,4519,Western,195160,-0.61,30.66,1473
Mbeya,4520,Mbeya,385279,-8.9,33.45,1697
Mbombela,4521,Mpumalanga,588794,-25.47,30.99,NULL
Mbuji-Mayi,4522,Kasai-Oriental,2007000,-6.15,23.6,584
McAllen,4523,Texas,142210,26.22,-98.24,37
Medan,4524,Sumatera Utara,2097610,3.58,98.67,2.5
Medellín,4525,Antioquia,2382399,6.23,-75.59,1495
Meerut,4526,Uttar Pradesh,1305429,28.99,77.7,224.659
Mejicanos,4527,El Salvador,157188,13.73,-89.22,712
Mekele,4528,Tigray,457900,13.48,39.47,2084
Meknès,4529,Meknes Tafilalet,520428,33.9,-5.55,552
Melaka,4530,Melaka,484855,2.2,102.25,NULL
Melbourne,4531,Victoria,4901863,-37.81,144.96,31
Melilla,4532,Melilla,86450,35.3,-2.95,NULL
Melitopol,4533,Zaporizka,150768,46.83,35.37,NULL
Memphis,4534,Tennessee,633104,35.12,-89.97,103
Mendoza,4535,Mendoza,114893,-32.88,-68.82,746.5
Menemen,4536,İzmir,178506,38.6,27.07,20
Menongue,4537,Cuando Cubango,306622,-14.66,17.68,1354
Merauke,4538,Papua,86782,-8.5,140.4,5
Merida,4539,Extremadura,NULL,38.9,-6.33,217
Mérida,4540,Yucatán,921771,20.97,-89.62,10
Mérida,4541,Mérida,230120,8.48,-71.19,NULL
Mersin,4542,Mersin,1027643,36.8,34.63,10
Mesa,4543,Arizona,504258,33.42,-111.83,379
Mesquita,4544,Rio de Janeiro,168376,-22.78,-43.43,NULL
Mesquite,4545,Texas,150108,32.78,-96.61,151
Messina,4546,Sicilia,243262,38.18,15.55,3
Metz,4547,Grand Est,119962,49.12,6.18,162
Mexicali,4548,Baja California,854186,32.66,-115.47,8
Miami,4549,Florida,442241,25.78,-80.21,2
Mianyang,4550,Sichuan,1549499,31.47,104.68,473
Miass,4551,Chelyabinskaya,147995,55,60.1,340
Middelburg,4552,Zeeland,NULL,51.5,3.62,3
Middlesbrough,4553,North East England,179959,54.58,-1.24,NULL
Miercurea Ciuc,4554,Harghita,NULL,46.36,25.8,662
Mikhaylovsk,4555,Stavropolskiy,114133,45.23,42.03,440
Mikkeli,4556,Etelä-Savo,54633,61.68,27.27,NULL
Milano,4557,Lombardia,1242123,45.47,9.18,120
Milton Keynes,4558,South East England,192943,52.04,-0.76,NULL
Milwaukee,4559,Wisconsin,577222,43.05,-87.96,188
Minatitlán,4560,Veracruz,149162,17.98,-94.55,20
Mingaora,4561,Khyber Pakhtunkhwa,331091,34.47,72.22,984
Minna,4562,Niger,345000,9.61,6.56,NULL
Minneapolis,4563,Minnesota,429954,44.98,-93.27,253
Minsk,4564,Minsk City,1836808,53.9,27.57,280.6
Mirpur Khas,4565,Sindh,233916,25.53,69.02,NULL
Miskolc,4566,Borsod-Abaúj-Zemplén,167754,48.1,20.79,131
Misratah,4567,Libya,350000,32.38,15.09,9
Mississauga,4568,Ontario,713443,43.6,-79.65,156
Mito,4569,Ibaraki,270783,36.37,140.47,NULL
Mitu,4570,Vaupés,9746,1.2,-70.17,183
Mixco,4571,Guatemala,463019,14.63,-90.61,1600
Miyazaki,4572,Miyazaki,401138,31.92,131.42,NULL
Mmabatho,4573,North West,NULL,-25.85,25.63,NULL
Mobile,4574,Alabama,187041,30.69,-88.04,3
Moçâmedes,4575,Namibe,282056,-15.2,12.15,9
Mocoa,4576,Putumayo,38457,1.15,-76.65,604
Módena,4577,Emilia-Romagna,179149,44.65,10.93,34
Modesto,4578,California,218464,37.66,-120.99,27
Moers,4579,Nordrhein-Westfalen,104009,51.46,6.62,30
Mogadishu,4580,Somalia,2425000,2.03,45.35,NULL
Mogi das Cruzes,4581,São Paulo,357313,-23.52,-46.19,780
Mogi Guaçu,4582,São Paulo,130295,-22.37,-46.94,591
Mohammedia,4583,Grand Casablanca,208612,33.68,-7.38,10
Mokpo,4584,South Korea,224509,34.76,126.38,NULL
Molde,4585,Møre og Romsdal,21448,62.76,7.24,130
Molenbeek-Saint-Jean,4586,Bruxelles,97979,50.85,4.33,NULL
Mombasa,4587,Kenya,1208333,-4.05,39.67,50
Monaco,4588,Monaco,1064,43.73,7.42,NULL
Mönchengladbach,4589,Nordrhein-Westfalen,255188,51.2,6.43,70
Monclova,4590,Coahuila,237169,26.91,-101.42,620
Mongu,4591,Western,NULL,-15.28,23.13,NULL
Monrovia,4592,Liberia,1010970,6.31,-10.8,NULL
Mons,4593,Hainaut,95887,50.45,3.95,NULL
Monte Carlo,4594,Monaco,17372,43.74,7.43,NULL
Montería,4595,Córdoba,388499,8.75,-75.88,18
Montero,4596,Santa Cruz,109518,-17.34,-63.26,357
Monterrey,4597,Nuevo Léon,1142952,25.67,-100.3,540
Montes Claros,4598,Minas Gerais,344427,-16.73,-43.86,678
Montevideo,4599,Uruguay,1318755,-34.88,-56.18,43
Montgomery,4600,Alabama,200603,32.36,-86.28,73
Montpelier,4601,Vermont,8074,44.25,-72.57,183
Montpellier,4602,Occitanie,264538,43.61,3.88,7
Montréal,4603,Quebec,1649519,45.5,-73.57,30
Montreuil,4604,Île-de-France,103068,48.86,2.44,52
Monywa,4605,Sagaing,371963,22.11,95.14,NULL
Monza,4606,Lombardia,119856,45.58,9.27,162
Mopti,4607,Mopti,120786,14.5,-4.2,268
Moquegua,4608,Moquegua,NULL,-17.2,-70.93,1410
Moradabad,4609,Uttar Pradesh,429214,28.83,78.78,198
Morelia,4610,Michoacán,743275,19.77,-101.19,1921
Moreno Valley,4611,California,208634,33.94,-117.23,497
Morioka,4612,Iwate,297631,39.68,141.15,NULL
Morogoro,4613,Morogoro,305840,-6.82,37.67,NULL
Morón,4614,Buenos Aires,321109,-34.65,-58.62,26
Moroni,4615,Comoros,74749,-11.7,43.26,29
Moshi,4616,Kilimanjaro,184292,-3.33,37.34,700
Moskva,4617,Moscow,13010112,55.75,37.62,156
Moss,4618,Østfold,24517,59.46,10.7,14
Mossoró,4619,Rio Grande do Norte,237241,-5.19,-37.34,20
Mostaganem,4620,Algeria,162885,35.93,0.08,104
Mostar,4621,Federacija Bosne i Hercegovine,113169,43.33,17.8,60
Móstoles,4622,Madrid,208632,40.33,-3.87,620
Moundou,4623,Chad,137251,8.56,16.1,413
Moyobamba,4624,San Martín,NULL,-6.03,-76.97,NULL
Mpanda,4625,Katavi,NULL,-6.35,31.07,NULL
Msunduzi,4626,KwaZulu-Natal,618536,-29.62,30.38,596
Mtwara,4627,Mtwara,100626,-10.27,40.18,NULL
Mudanjiang,4628,Heilongjiang,808216,44.55,129.63,233
Mufulira,4629,Copperbelt,200182,-12.55,28.23,NULL
Mugla,4630,Muğla,NULL,37.22,28.37,660
Mukono,4631,Central,162744,0.36,32.75,1200
Mülheim,4632,Nordrhein-Westfalen,166865,51.43,6.88,40
Mulhouse,4633,Grand Est,110351,47.75,7.34,232
Multan,4634,Punjab,1871843,30.2,71.47,122
Mumbai,4635,Maharashtra,12442373,18.98,72.83,14
München,4636,Bayern,1348335,48.13,11.57,519
Münster,4637,Nordrhein-Westfalen,289576,51.97,7.63,60
Muntinlupa,4638,Metro Manila,504509,14.38,121.05,16
Murcia,4639,Murcia,459778,37.99,-1.13,43
Murmansk,4640,Murmanskaya,270384,68.97,33.08,50
Murom,4641,Vladimirskaya,107497,55.57,42.03,115
Mus,4642,Muş,111228,38.73,41.49,NULL
Muscat,4643,Oman,24099,23.6,58.58,20
Musoma,4644,Mara,134327,-1.5,33.8,1189
Muzaffarabad,4645,Azad Jammu and Kashmir,725000,34.21,73.28,737
Mwanza,4646,Mwanza,706453,-2.52,32.9,1140
Mwene-Ditu,4647,Lomami,NULL,-7,23.45,910
Myitkyina,4648,Kachin,NULL,25.38,97.4,NULL
Mykolaïv,4649,Mykolaïvska,476101,46.97,32,42
Mymensingh,4650,Mymensingh,258040,24.75,90.4,19
Mysore,4651,Karnataka,606755,12.26,76.6,763
Mytilini,4652,Boreioy Aigaioy,NULL,39.1,26.55,8
Mytišči,4653,Moskovskaya,255429,55.92,37.77,150
N'Djamena,4654,Chad,951418,12.11,15.05,298
N'Zérékoré,4655,Guinea,194178,7.75,-8.82,NULL
Naberezhnye Tchelny,4656,Tatarstan,548434,55.68,52.32,100
Nablus,4657,West Bank,156906,32.2,35.3,NULL
Nacala Porto,4658,Maputo,206449,-14.45,40.67,NULL
Nacaome,4659,Valle,NULL,13.52,-87.48,NULL
Nachodka,4660,Primorskiy,139931,42.82,132.87,8
Nador,4661,Oriental,161726,35.17,-2.93,42
Nagano,4662,Nagano,377598,36.63,138.18,NULL
Nagasaki,4663,Nagasaki,429508,32.78,129.87,NULL
Nagoya,4664,Aichi,2295638,35.18,136.9,NULL
Nagpur,4665,Maharashtra,2405665,21.15,79.09,310
Naha,4666,Okinawa,319435,26.21,127.68,NULL
Nairobi,4667,Kenya,4397073,-1.28,36.82,1661
Najafabad,4668,Esfahan,235281,32.85,51.6,NULL
Najran,4669,Najran,298288,17.49,44.13,1293
Nakhon Ratchasima,4670,Thailand,213577,14.98,102.1,NULL
Nakhon Sawan,4671,Thailand,89682,15.7,100.14,33
Nakhon Si Thammarat,4672,Thailand,105592,8.44,99.96,9
Nakuru,4673,Kenya,570674,-0.3,36.07,1850
Nalčik,4674,Kabardino-Balkarskaya,247054,43.48,43.62,480
Nalerigu,4675,North East,NULL,10.53,-0.37,335
Nam Dinh,4676,Red River Delta,179229,20.42,106.17,NULL
Namangan,4677,Namangan,626120,41,71.67,450
Nampho,4678,North Korea,366815,38.73,125.4,NULL
Nampula,4679,Nampula,663212,-15.12,39.27,360
Namur,4680,Namur,111432,50.47,4.87,NULL
Nanchang,4681,Jiangxi,3518975,28.68,115.88,37
Nanchong,4682,Sichuan,1254455,30.8,106.08,340
Nancy,4683,Grand Est,105382,48.69,6.18,188
Nanjing,4684,Jiangsu,7519814,32.05,118.77,20
Nanning,4685,Guangxi,4582703,22.82,108.32,NULL
Nantes,4686,Pays de la Loire,287845,47.22,-1.55,5
Nantong,4687,Jiangsu,2987600,31.98,120.9,2
Nanyang,4688,Henan,1407616,33,112.53,131
Naperville,4689,Illinois,149540,41.75,-88.17,214
Nápoli,4690,Campania,962003,40.83,14.25,17
Nara,4691,Nara,NULL,34.68,135.8,NULL
Narayanganj,4692,Dhaka,286330,23.62,90.5,3
Narvik,4693,Nordland,18754,68.42,17.56,NULL
Nashik,4694,Maharashtra,1486053,20,73.78,660
Nashville-Davidson,4695,Tennessee,689447,36.17,-86.78,182
Nassau,4696,Bahamas,248948,25.07,-77.33,10
Natal,4697,Rio Grande do Norte,803739,-5.78,-35.2,30
Naucalpan,4698,"México, Estado de",911168,19.48,-99.24,2300
Navi Mumbai,4699,Maharashtra,1120547,19.02,73.02,NULL
Navoiy,4700,Navoiy,144158,40.08,65.38,382
Nawabshah,4701,Sindh,279688,26.15,68.25,NULL
Nay Pyi Taw,4702,Nay Pyi Taw,1158367,19.75,96.1,115
Nazareth,4703,HaZafon,77445,32.7,35.3,NULL
Nazilli,4704,Aydın,123115,37.91,28.32,NULL
Nazran,4705,Ingushetia,122350,43.22,44.77,200
Ndalatando,4706,Cuanza Norte,165839,-9.3,14.92,670
Ndola,4707,Copperbelt,624579,-12.97,28.63,NULL
Neftejugansk,4708,Tyumenskaya,124732,61.08,72.7,40
Neftekamsk,4709,Bashkortostan,131942,56.14,54.47,100
Neiva,4710,Huila,335994,3,-75.3,442
Nelson Mandela Bay,4711,Eastern Cape,1152115,-33.96,25.6,89
Nema,4712,Hodh Chargui,NULL,16.62,-7.25,280
Netanya,4713,HaMerkaz,221353,32.33,34.85,NULL
Neuchatel,4714,Neuchâtel,NULL,47,6.93,430
Neuquén,4715,Neuquén,231198,-38.95,-68.06,260
Neuss,4716,Nordrhein-Westfalen,150568,51.2,6.7,40
Nevinnomyssk,4717,Stavropolskiy,117562,44.63,41.93,320
Nevsehir,4718,Nevşehir,120599,38.63,34.71,NULL
New Haven,4719,Connecticut,134023,41.31,-72.92,18
New Orleans,4720,Louisiana,383997,29.95,-90.07,-2
New Taipei,4721,Taiwan,3939305,25.01,121.45,NULL
New York,4722,New York,8804190,40.71,-74.01,10
Newark,4723,New Jersey,311549,40.72,-74.17,4
Newcastle,4724,New South Wales,505489,-32.92,151.75,9
Newcastle upon Tyne,4725,North East England,281727,54.97,-1.6,NULL
Newport,4726,Wales,139383,51.58,-3,NULL
Newport News,4727,Virginia,186247,37.07,-76.48,4.5
Neyshabur,4728,Khorasan-e-Razavi,264375,36.21,58.8,1250
Nezahualcóyotl,4729,"México, Estado de",1072676,19.4,-98.99,2220
Ngaoundéré,4730,Adamaoua,152698,7.32,13.58,1212
Ngerulmud,4731,Palau,271,7.5,134.61,60
Ngiva,4732,Cunene,NULL,-17.07,15.73,1098
Nha Trang,4733,North and South Central Coast,285788,12.25,109.18,NULL
Niamey,4734,Niamey,1026848,13.52,2.11,207
Nice,4735,Provence-Alpes-Côte d'Azur,344064,43.7,7.27,10
Nicosia,4736,Cyprus,55014,35.17,33.37,220
Nigde,4737,Niğde,157640,37.97,34.68,1229
Niigata,4738,Niigata,810157,37.92,139.04,NULL
Nijmegen,4739,Gelderland,168810,51.85,5.87,29
Nikopol,4740,Dnipropetrovska,107464,47.57,34.4,51
Nilópolis,4741,Rio de Janeiro,157425,-22.81,-43.41,14
Nîmes,4742,Occitanie,144940,43.84,4.36,21
Ningbo,4743,Zhejiang,3731203,29.87,121.55,150
Ningxiang,4744,Hunan,759080,28.25,112.55,130
Niš,4745,Serbia,183164,43.32,21.9,195
Nishinomiya,4746,Hyogo,487850,34.74,135.34,NULL
Niterói,4747,Rio de Janeiro,487562,-22.88,-43.1,3
Nitra,4748,Nitriansky,78489,48.31,18.09,190
Nizhnevartovsk,4749,Tyumenskaya,283256,60.95,76.55,45
Nizhnii Novgorod,4750,Nizhnii Novgorodskaya,1226076,56.33,44.01,78
Nizhny Tagil,4751,Sverdlovskaya,338966,57.92,59.97,200
Nizip,4752,Gaziantep,116794,37.07,37.38,NULL
Nižnekamsk,4753,Tatarstan,241479,55.63,51.82,110
Njombe,4754,Njombe,NULL,-9.33,34.77,NULL
Nogales,4755,Sonora,261137,31.32,-110.95,1199
Noginsk,4756,Moskovskaya,103891,55.85,38.43,150
Nojabrsk,4757,Tyumenskaya,100188,63.2,75.45,115
Nonthaburi,4758,Thailand,415138,13.85,100.52,NULL
Norfolk,4759,Virginia,238005,36.92,-76.2,2.13
Norilsk,4760,Krasnoyarsk,174453,69.33,88.22,90
Norrköping,4761,Östergötland,132124,58.6,16.2,NULL
North Las Vegas,4762,Nevada,262527,36.23,-115.15,672
Northampton,4763,East Midlands,245899,52.23,-0.89,NULL
Norwalk,4764,California,102773,33.91,-118.08,28
Norwich,4765,East of England,200996,52.63,1.3,NULL
Nossa Senhora do Socorro,4766,Sergipe,155823,-10.85,-37.06,36
Nottingham,4767,East Midlands,306573,52.95,-1.13,61
Nouadhibou,4768,Dakhlet Nouadhibou,118167,20.93,-17.03,1
Nouakchott,4769,Nouakchott,958399,18.1,-15.95,7
Noumea,4770,New Caledonia,94285,-22.28,166.46,20
Nova Friburgo,4771,Rio de Janeiro,159372,-22.27,-42.53,846
Nova Iguaçu,4772,Rio de Janeiro,787563,-22.76,-43.45,25
Novara,4773,Piemonte,101952,45.45,8.62,162
Novi Sad,4774,Serbia,231798,45.25,19.85,72
Novo Hamburgo,4775,Rio Grande do Sul,234798,-29.68,-51.13,57
Novočeboksarsk,4776,Chuvashia,120375,56.13,47.5,90
Novočerkassk,4777,Rostovskaya,163674,47.42,40.08,80
Novokujbyševsk,4778,Samarskaya,108438,53.1,49.93,90
Novokuznetsk,4779,Kemerovskaya,537480,53.75,87.12,200
Novomoskovsk,4780,Tulskaya,119697,54.08,38.22,220
Novopolotsk,4781,Vitebsk,104080,55.53,28.65,133
Novorossiysk,4782,Krasnodarskiy,262293,44.72,37.75,20
Novošachtinsk,4783,Rostovskaya,103480,47.75,39.93,130
Novosibirsk,4784,Novosibirskaya,1633595,55.02,82.93,177
Novyj Urengoj,4785,Tyumenskaya,107251,66.08,76.68,40
Nueva Gerona,4786,Isla de la Juventud,NULL,21.88,-82.8,17
Nueva Ocotepeque,4787,Ocotepeque,NULL,14.43,-89.18,NULL
Nuevo Laredo,4788,Tamaulipas,416055,27.49,-99.51,NULL
Nukualofa,4789,Tonga,21185,-21.13,-175.2,3
Nukus,4790,Qoraqalpogʻiston,319583,42.47,59.6,76
Nürnberg,4791,Bayern,486314,49.45,11.08,309
Nuuk,4792,Greenland,18326,64.18,-51.74,5
Nyala,4793,Janūb Dārfūr,492984,12.04,24.88,673
Nyíregyháza,4794,Szabolcs-Szatmár-Bereg,119746,47.95,21.73,116
Nykoping,4795,Södermanland,64199,58.75,17.01,20
Oakland,4796,California,440646,37.8,-122.27,13
Oaxaca,4797,Oaxaca,258913,17.07,-96.72,1555
Oberhausen,4798,Nordrhein-Westfalen,210216,51.55,6.85,35
Obninsk,4799,Kaluzhskaya,125376,55.09,36.61,175
Obuasi,4800,Ashanti,143644,6.2,-1.68,101
Oceanside,4801,California,174068,33.21,-117.33,20
Odense,4802,Syddanmark,173814,55.4,10.39,13
Odesa,4803,Odeska,1015826,46.47,30.73,40
Odessa,4804,Texas,114428,31.86,-102.31,884
Odienné,4805,Denguélé,NULL,9.51,-7.56,451
Odincovo,4806,Moskovskaya,180530,55.67,37.27,190
Offenbach am Main,4807,Hessen,113443,50.1,8.8,98
Ogbomosho,4808,Oyo,780000,8.13,4.25,329
Oita,4809,Oita,478146,33.23,131.61,NULL
Okara,4810,Punjab,357935,30.81,73.45,105
Okayama,4811,Okayama,719474,34.65,133.92,NULL
Okene,4812,Kogi,NULL,7.55,6.23,NULL
Okhotsk,4813,Magadanskaya,4215,59.37,143.26,10
Oklahoma City,4814,Oklahoma,681054,35.48,-97.53,366
Oktjabrskij,4815,Bashkortostan,115557,54.47,53.47,140
Oldenburg,4816,Niedersachsen,157267,53.14,8.21,5
Oldham,4817,North West England,111321,53.54,-2.12,NULL
Olinda,4818,Pernambuco,370332,-8.01,-34.85,16
Olmaliq,4819,Toshkent,131111,40.85,69.6,530
Olomouc,4820,Olomoucký,106063,49.6,17.25,219
Olsztyn,4821,Warmińsko-Mazurskie,170225,53.78,20.5,90
Olympia,4822,Washington,55605,47.04,-122.89,29
Omaha,4823,Nebraska,486051,41.25,-96,332
Omdurman,4824,Al-Kharṭūm,1849659,15.65,32.48,178
Omsk,4825,Omskaya,1125695,54.98,73.37,90
Ondo,4826,Ondo,305000,7.08,4.83,NULL
Onitsha,4827,Anambra,1080000,6.17,6.78,NULL
Ontario,4828,California,175265,34.05,-117.63,306
Opole,4829,Opolskie,127387,50.67,17.93,176
Oporto,4830,Porto,231800,41.16,-8.62,NULL
Oradea,4831,Bihor,196367,47.07,21.92,142
Oral,4832,West Kazakhstan,227385,51.23,51.37,35
Oran,4833,Algeria,803329,35.7,-0.63,60
Orange,4834,California,139911,33.8,-117.83,58
Oranjestad,4835,Aruba,81915,12.52,-70.04,4
Ordu,4836,Ordu,183901,40.98,37.88,5
Örebro,4837,Örebro,138952,59.27,15.21,34
Orechovo-Zujevo,4838,Moskovskaya,105745,55.8,38.97,120
Orel,4839,Orlovskaya,303169,52.97,36.07,170
Orenburg,4840,Orenburgskaya,543654,51.78,55.1,150
Orizaba,4841,Veracruz,120500,18.85,-97.1,NULL
Orlando,4842,Florida,307573,28.42,-81.3,25
Orléans,4843,Centre-Val de Loire,114185,47.9,1.91,90
Orsha,4844,Vitebsk,117225,54.51,30.42,192
Orsk,4845,Orenburgskaya,189195,51.2,58.57,200
Orumiyeh,4846,West Azarbayejan,736624,37.56,45.07,1332
Oruro,4847,Oruro,264683,-17.97,-67.12,3735
Osaka,4848,Osaka,2691185,34.69,135.5,NULL
Osasco,4849,São Paulo,666740,-23.53,-46.79,760
Osh,4850,Kyrgyzstan,265200,40.53,72.8,963
Oshawa,4851,Ontario,149607,43.9,-78.85,106
Oshogbo,4852,Osun,820000,7.77,4.57,NULL
Osijek,4853,Croatia,75535,45.56,18.68,94
Öskemen,4854,East-Kazakhstan,314014,49.98,82.62,283
Oslo,4855,Oslo,623966,59.95,10.75,23
Osmaniye,4856,Osmaniye,247276,37.08,36.25,NULL
Osnabrück,4857,Niedersachsen,153699,52.28,8.05,63
Osorno,4858,Lagos,147826,-40.58,-73.13,35
Ostende,4859,West-Vlaanderen,71647,51.22,2.9,2
Ostersund,4860,Jämtland,56662,63.18,14.64,312
Ostrava,4861,Moravskoslezský,282450,49.84,18.29,335
Otsu,4862,Shiga,340973,35.02,135.85,NULL
Ottawa,4863,Ontario,883391,45.42,-75.68,70
Ouagadougou,4864,Burkina Faso,2415266,12.36,-1.54,305
Ouesso,4865,Sangha,NULL,1.61,16.05,340
Oujda,4866,Oriental,494252,34.69,-1.91,470
Oulu,4867,Pohjois-Pohjanmaa,194181,65.02,25.47,NULL
Ourense,4868,Galicia,104578,42.34,-7.86,132
Overland Park,4869,Kansas,197238,38.98,-94.67,331
Oviedo,4870,Asturias,217164,43.36,-5.84,232
Owando,4871,Cuvette,NULL,-0.48,15.9,325
Owerri,4872,Imo,540000,5.49,7.04,NULL
Owo,4873,Ondo,157181,7.18,5.58,NULL
Oxford,4874,South East England,172264,51.75,-1.26,NULL
Oxnard,4875,California,202063,34.19,-119.18,16
Oyo,4876,Oyo,385000,7.85,3.93,NULL
Pachuca,4877,Hidalgo,297848,20.1,-98.75,2432
Padang,4878,Sumatera Barat,833562,-0.95,100.35,5
Paderborn,4879,Nordrhein-Westfalen,142365,51.72,8.77,110
Pádova,4880,Veneto,206192,45.42,11.87,12
Pagadian,4881,Zamboanga Peninsula,130008,7.83,123.43,100
Pago Pago,4882,American Samoa,NULL,-14.28,-170.7,9
Palangkaraya,4883,Kalimantan Tengah,220962,-2.21,113.92,5
Palembang,4884,Sumatera Selatan,1455284,-2.99,104.76,8
Palermo,4885,Sicilia,657561,38.12,13.37,14
Palikir,4886,Micronesia,6647,7,158.2,20
Palma de Mallorca,4887,Illes Balears,424837,39.57,2.65,13
Palmas,4888,Tocantins,221742,-10.18,-48.33,230
Palmdale,4889,California,169450,34.58,-118.1,810
Palmira,4890,Valle de Cauca,275254,3.58,-76.25,1001
Palu,4891,Sulawesi Tengah,336532,-0.9,119.83,118
Pamplona,4892,Navarra,203596,42.82,-1.65,446
Panaji,4893,Goa,NULL,15.5,73.83,NULL
Panamá City,4894,Panamá,880691,8.98,-79.52,2
Pangkal Pinang,4895,Kepulauan Bangka Belitung,174758,-2.13,106.12,13
Panjin,4896,Liaoning,980422,41.12,122.05,NULL
Papeete,4897,French Polynesia,NULL,-17.53,-149.57,10
Paradise,4898,Nevada,191238,36.08,-115.12,627
Parakou,4899,Benin,255478,9.35,2.62,324
Paramaribo,4900,Suriname,240924,5.87,-55.17,3
Paraná,4901,Entre Ríos,247139,-31.73,-60.53,77
Paranaguá,4902,Paraná,135386,-25.52,-48.51,5
Parañaque,4903,Metro Manila,665822,14.47,121.02,12
Pardubice,4904,Pardubický,89619,50.04,15.78,237
Paris,4905,Île-de-France,2249975,48.86,2.35,28
Parla,4906,Madrid,130550,40.24,-3.77,648.5
Parma,4907,Emilia-Romagna,175895,44.8,10.33,55
Parnaíba,4908,Piauí,137485,-2.9,-41.78,5
Parnamirim,4909,Rio Grande do Norte,202456,-5.92,-35.25,NULL
Pasadena,4910,California,138699,34.16,-118.13,263
Pasadena,4911,Texas,151950,29.68,-95.17,9
Pasay,4912,Metro Manila,416522,14.55,121,NULL
Pasig,4913,Metro Manila,755300,14.58,121.08,NULL
Passo Fundo,4914,Rio Grande do Sul,180120,-28.25,-52.4,687
Pasto,4915,Nariño,308095,1.21,-77.28,2527
Paterson,4916,New Jersey,159732,40.91,-74.16,34
Pathein,4917,Ayeyarwady,286684,16.77,94.72,NULL
Patna,4918,Bihar,1684222,25.6,85.1,53
Patos de Minas,4919,Minas Gerais,127724,-18.58,-46.52,815
Patra,4920,Dytikis Elladas,213984,38.25,21.73,10
Paulista,4921,Pernambuco,300466,-7.94,-34.87,13
Pavlodar,4922,Pavlodar,329901,52.3,76.95,123
Pavlohrad,4923,Dnipropetrovska,103073,48.52,35.86,60
Pécs,4924,Baranya,156049,46.07,18.23,153
Peiraias,4925,Attikis,163688,37.95,23.63,10
Pekalongan,4926,Jawa Tengah,281434,-6.88,109.67,NULL
Pekanbaru,4927,Riau,897767,0.53,101.45,12
Pelotas,4928,Rio Grande do Sul,306193,-31.77,-52.34,7
Pematang Siantar,4929,Sumatera Utara,234698,2.96,99.06,NULL
